contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,delta,gamma,theta,vega
SPY241002P00491000,2024-10-01 16:25:21+00:00,491.0,0.01,0.0,0.01,0.0,0.0,2.0,137,0.87500125,False,REGULAR,USD,put,0.6619466074138052,0.20999559737382723,-0.9918566015735504,0.3569792820254969
SPY241002P00492000,2024-09-26 18:04:36+00:00,492.0,0.04,0.0,0.01,0.0,0.0,1.0,15,0.87500125,False,REGULAR,USD,put,0.36360337082920746,0.44376605367813693,-0.7729239692623634,0.6794059703943767
SPY241002P00493000,2024-10-01 16:37:48+00:00,493.0,0.01,0.0,0.01,-0.04,-80.00001,120.0,478,0.85937640625,False,REGULAR,USD,put,-0.7775226345959267,0.046241056067229946,-0.6053764129051278,0.9069159637044848
SPY241002P00494000,2024-10-01 16:37:34+00:00,494.0,0.01,0.0,0.01,-0.01,-50.0,100.0,680,0.8437515624999999,False,REGULAR,USD,put,-0.1591915248662683,0.978923379797012,-0.9302573652435334,0.05489964360336774
SPY241002P00495000,2024-09-26 15:28:33+00:00,495.0,0.04,0.0,0.01,0.0,0.0,4.0,1370,0.8437515624999999,False,REGULAR,USD,put,0.36237362949428586,0.5226539376639537,-0.3144012429266718,0.20162338673294322
SPY241002P00496000,2024-09-23 19:27:47+00:00,496.0,0.07,0.0,0.01,0.0,0.0,41.0,1779,0.8281267187499999,False,REGULAR,USD,put,-0.9061779865952084,0.21010512439997875,-0.6346197648324957,0.04153946136018993
SPY241002P00497000,2024-09-27 16:48:16+00:00,497.0,0.03,0.0,0.01,0.0,0.0,1.0,315,0.8125018749999999,False,REGULAR,USD,put,0.7697908162893656,0.12507845343949586,-0.3882110274755245,0.5525011593778869
SPY241002P00498000,2024-09-27 16:06:14+00:00,498.0,0.03,0.0,0.01,0.0,0.0,30.0,909,0.8125018749999999,False,REGULAR,USD,put,-0.701482434095144,0.4745667683361229,-0.8055633732773864,0.8118661027114387
SPY241002P00499000,2024-09-23 19:26:52+00:00,499.0,0.07,0.0,0.01,0.0,0.0,11.0,1244,0.7812521875,False,REGULAR,USD,put,0.8717898149429621,0.41046518345271854,-0.7417274276273342,0.46660254638835186
SPY241002P00500000,2024-10-01 19:28:43+00:00,500.0,0.01,0.0,0.01,-0.01,-50.0,630.0,1408,0.7812521875,False,REGULAR,USD,put,0.4181915407019581,0.8680181157645933,-0.08738615768175606,0.07667989735493919
SPY241002P00505000,2024-10-01 18:14:57+00:00,505.0,0.01,0.0,0.01,-0.01,-50.0,364.0,226,0.7187528125,False,REGULAR,USD,put,0.16448608619213245,0.7227145475801705,-0.0858767261861636,0.30464500675430595
SPY241002P00510000,2024-10-01 19:52:58+00:00,510.0,0.01,0.0,0.01,-0.01,-50.0,1701.0,1771,0.6718782812500002,False,REGULAR,USD,put,0.9794491005237402,0.4479813192641584,-0.4560051560617373,0.5140654626973695
SPY241002P00515000,2024-10-01 19:55:38+00:00,515.0,0.01,0.0,0.01,0.0,0.0,4752.0,60,0.6093789062500001,False,REGULAR,USD,put,0.53847339195665,0.9115694033079356,-0.19076664246659292,0.5568691743938263
SPY241002P00520000,2024-10-01 20:08:00+00:00,520.0,0.01,0.0,0.01,-0.01,-50.0,1383.0,1018,0.5625043750000001,False,REGULAR,USD,put,0.015363021263075538,0.6398987164945092,-0.4562998285444184,0.7986446239071794
SPY241002P00525000,2024-10-01 18:56:36+00:00,525.0,0.01,0.0,0.01,0.0,0.0,275.0,594,0.500005,False,REGULAR,USD,put,-0.08987947856089784,0.8725793256024857,-0.10683870746864088,0.5681109899542147
SPY241002P00530000,2024-10-01 20:14:25+00:00,530.0,0.01,0.0,0.01,-0.01,-50.0,1561.0,605,0.476567734375,False,REGULAR,USD,put,0.494552394417588,0.22882065900770754,-0.6334754533290897,0.453743975379606
SPY241002P00531000,2024-10-01 20:07:58+00:00,531.0,0.01,0.0,0.01,-0.09,-90.0,190.0,10,0.4687553125,False,REGULAR,USD,put,-0.08647594647255952,0.852525605012721,-0.11525562593602423,0.467964200891965
SPY241002P00532000,2024-10-01 16:59:26+00:00,532.0,0.04,0.0,0.01,0.0,0.0,584.0,440,0.45313046875,False,REGULAR,USD,put,0.8669223620983326,0.7302754896396421,-0.6534093817945823,0.639698167911244
SPY241002P00533000,2024-10-01 19:45:16+00:00,533.0,0.01,0.0,0.01,-0.03,-75.0,771.0,119,0.445318046875,False,REGULAR,USD,put,-0.3217273051885676,0.8362461629059884,-0.027067516791620894,0.39488402543120216
SPY241002P00534000,2024-10-01 17:57:16+00:00,534.0,0.02,0.01,0.02,-0.030000001,-60.0,802.0,225,0.46094289062500005,False,REGULAR,USD,put,0.6231491712705006,0.38770029095832426,-0.4499850613215074,0.7407494866238519
SPY241002P00535000,2024-10-01 15:55:21+00:00,535.0,0.04,0.01,0.02,0.02,100.0,33.0,118,0.44922425781249997,False,REGULAR,USD,put,-0.20846295048907915,0.3659693731881204,-0.310755155315791,0.9770939562805935
SPY241002P00536000,2024-10-01 18:13:25+00:00,536.0,0.02,0.01,0.02,-0.01,-33.333336,258.0,783,0.437505625,False,REGULAR,USD,put,-0.31257016751022704,0.9163803202133808,-0.9207958966476162,0.41544348448300483
SPY241002P00537000,2024-10-01 19:59:41+00:00,537.0,0.02,0.01,0.02,-0.01,-33.333336,914.0,41,0.42578699218750005,False,REGULAR,USD,put,0.7335278022765777,0.1567498201389762,-0.9022719196300073,0.6972428831346765
SPY241002P00538000,2024-10-01 18:41:44+00:00,538.0,0.01,0.01,0.02,-0.080000006,-88.88889,108.0,38,0.414068359375,False,REGULAR,USD,put,0.2094495848793576,0.00494448986224183,-0.4676534254699354,0.37453710660796913
SPY241002P00539000,2024-10-01 18:17:31+00:00,539.0,0.02,0.01,0.02,0.0,0.0,86.0,147,0.4023497265625,False,REGULAR,USD,put,0.4164841905853467,0.039382361653560016,-0.6405446993455939,0.17854090281164026
SPY241002P00540000,2024-10-01 20:02:46+00:00,540.0,0.02,0.01,0.02,0.0,0.0,458.0,521,0.39063109375,False,REGULAR,USD,put,-0.6085221824050975,0.11600449182749828,-0.45042964182322076,0.7275934456418157
SPY241002P00541000,2024-10-01 17:48:58+00:00,541.0,0.03,0.01,0.02,0.01,50.0,766.0,965,0.37500625,False,REGULAR,USD,put,0.05195572907614565,0.9206737258871529,-0.5280474198450363,0.36769460030885215
SPY241002P00542000,2024-10-01 19:47:30+00:00,542.0,0.02,0.01,0.02,-0.02,-50.0,2842.0,8533,0.3632876171875,False,REGULAR,USD,put,-0.3519703262002625,0.5466465927728407,-0.358180347806776,0.07730199693391726
SPY241002P00543000,2024-10-01 20:06:10+00:00,543.0,0.01,0.01,0.02,-0.01,-50.0,117.0,151,0.35156898437499995,False,REGULAR,USD,put,-0.5104227186846848,0.21430613282264754,-0.3133854928220884,0.025461579923221733
SPY241002P00544000,2024-10-01 19:58:05+00:00,544.0,0.02,0.01,0.02,-0.05,-71.42857,714.0,147,0.3398503515625,False,REGULAR,USD,put,0.8956198551668388,0.667632195111455,-0.7541560748951488,0.35153725348659415
SPY241002P00545000,2024-10-01 19:56:11+00:00,545.0,0.01,0.01,0.02,-0.01,-50.0,5291.0,607,0.32617861328125,False,REGULAR,USD,put,0.077941773548865,0.05585589089058729,-0.9418556956541638,0.375913409540517
SPY241002P00546000,2024-10-01 20:05:25+00:00,546.0,0.01,0.01,0.02,-0.02,-66.66667,1373.0,452,0.31250687499999996,False,REGULAR,USD,put,-0.6949319377540233,0.6732570110448398,-0.5925082844081816,0.5244331650503179
SPY241002P00547000,2024-10-01 20:02:19+00:00,547.0,0.02,0.01,0.02,-0.01,-33.333336,676.0,585,0.3007882421875,False,REGULAR,USD,put,-0.4746857163281515,0.8901487440260215,-0.09544272391487851,0.6198953459251916
SPY241002P00548000,2024-10-01 20:06:07+00:00,548.0,0.01,0.01,0.02,-0.03,-75.0,1011.0,901,0.2890696093749999,False,REGULAR,USD,put,-0.8504730376347824,0.2722866152634166,-0.7815874242173674,0.9786201264616845
SPY241002P00549000,2024-10-01 20:14:13+00:00,549.0,0.02,0.01,0.02,-0.01,-33.333336,1017.0,485,0.27735097656249996,False,REGULAR,USD,put,0.6611590195141652,0.20541123192054378,-0.7524385316032526,0.030390118009152034
SPY241002P00550000,2024-10-01 20:14:55+00:00,550.0,0.02,0.02,0.03,-0.01,-33.333336,7255.0,1832,0.27735097656249996,False,REGULAR,USD,put,0.5378528072794444,0.7054880668095973,-0.8232468563705039,0.4832498355773023
SPY241002P00551000,2024-10-01 20:03:50+00:00,551.0,0.03,0.02,0.03,0.0,0.0,4094.0,2277,0.26367923828125,False,REGULAR,USD,put,0.5550380877772434,0.8119355566834141,-0.5256247535205846,0.733991025067162
SPY241002P00552000,2024-10-01 20:14:32+00:00,552.0,0.03,0.02,0.03,0.0,0.0,6460.0,586,0.2500075,False,REGULAR,USD,put,0.7672615842431865,0.8073764852491343,-0.5694392568900949,0.3826048701835939
SPY241002P00553000,2024-10-01 20:14:32+00:00,553.0,0.04,0.03,0.04,0.01,33.333336,8131.0,4354,0.2461012890625,False,REGULAR,USD,put,-0.8604142342060666,0.3456732381417016,-0.7449584117850887,0.45891937383230075
SPY241002P00554000,2024-10-01 20:14:01+00:00,554.0,0.05,0.03,0.04,0.010000002,25.000004,9823.0,2133,0.23242955078125,False,REGULAR,USD,put,-0.9813818790070632,0.9376338897536719,-0.7114960638697829,0.5908805015752885
SPY241002P00555000,2024-10-01 20:14:54+00:00,555.0,0.05,0.05,0.06,0.0,0.0,9829.0,8671,0.23242955078125,False,REGULAR,USD,put,-0.04195083089552565,0.6652370543869024,-0.014481791612249273,0.4616557860810636
SPY241002P00556000,2024-10-01 20:14:32+00:00,556.0,0.06,0.05,0.06,0.0,0.0,14304.0,2633,0.21875781249999998,False,REGULAR,USD,put,0.6613535081217194,0.001765118222339268,-0.6491028688905882,0.23140703212052882
SPY241002P00557000,2024-10-01 20:14:40+00:00,557.0,0.09,0.07,0.08,0.030000005,50.000008,18708.0,1494,0.213875048828125,False,REGULAR,USD,put,0.261755759604964,0.5474451522761432,-0.23381713240067503,0.5771466104348285
SPY241002P00558000,2024-10-01 20:14:53+00:00,558.0,0.12,0.11,0.12,0.06,100.0,24600.0,5059,0.213875048828125,False,REGULAR,USD,put,-0.024768674240590594,0.7783467443723314,-0.10207125202997169,0.01470919905973711
SPY241002P00559000,2024-10-01 20:14:39+00:00,559.0,0.16,0.15,0.16,0.06999999,77.77776,15254.0,2928,0.20996883789062498,False,REGULAR,USD,put,0.363080352119485,0.13607512631924668,-0.2147717791035887,0.5747091060395886
SPY241002P00560000,2024-10-01 20:14:58+00:00,560.0,0.19,0.2,0.21,0.08,72.72727,50071.0,6432,0.20459779785156246,False,REGULAR,USD,put,-0.26743133471201896,0.07414472586217524,-0.517177996482624,0.31774833814640835
SPY241002P00561000,2024-10-01 20:14:59+00:00,561.0,0.27,0.27,0.28,0.14000002,107.69233,16816.0,1423,0.20069158691406247,False,REGULAR,USD,put,0.3249319667329087,0.3870597917978692,-0.6933552851711839,0.8550412247060769
SPY241002P00562000,2024-10-01 20:14:46+00:00,562.0,0.37,0.36,0.37,0.2,117.64706,29445.0,3438,0.19654123779296873,False,REGULAR,USD,put,0.8901875138784423,0.9100104531618649,-0.6276392014937078,0.3118969028188536
SPY241002P00563000,2024-10-01 20:14:59+00:00,563.0,0.49,0.48,0.49,0.28000003,133.33336,35509.0,5275,0.1928791650390625,False,REGULAR,USD,put,0.13268092812013066,0.37240451944022457,-0.2203305680787021,0.07524620332162457
SPY241002P00564000,2024-10-01 20:14:56+00:00,564.0,0.63,0.63,0.64,0.35999998,133.33333,32266.0,2696,0.188484677734375,False,REGULAR,USD,put,-0.723959053644023,0.31674880564715335,-0.25767982210390983,0.04293423086641723
SPY241002P00565000,2024-10-01 20:14:59+00:00,565.0,0.83,0.83,0.84,0.48,137.14285,84368.0,3752,0.18506674316406246,False,REGULAR,USD,put,0.20561830639418477,0.05279847295090401,-0.49159496006040615,0.5121552392158158
SPY241002P00566000,2024-10-01 20:14:59+00:00,566.0,1.06,1.06,1.07,0.61999995,140.90909,56838.0,4033,0.179695703125,False,REGULAR,USD,put,0.25823726083265663,0.23305591283425253,-0.5672616320870577,0.3287085710769686
SPY241002P00567000,2024-10-01 20:14:57+00:00,567.0,1.36,1.35,1.36,0.8,142.85715,77000.0,1689,0.17456880126953128,False,REGULAR,USD,put,0.9850940211982135,0.8098764552478884,-0.8602732227727938,0.24231876790295093
SPY241002P00568000,2024-10-01 20:14:59+00:00,568.0,1.68,1.68,1.7,0.9599999,133.33331,96217.0,3721,0.1680991394042969,False,REGULAR,USD,put,-0.7951091193944915,0.12094617772683225,-0.22722646607072583,0.7869925460253477
SPY241002P00569000,2024-10-01 20:14:59+00:00,569.0,2.09,2.09,2.12,1.1999999,134.83145,70300.0,3543,0.16199568481445312,True,REGULAR,USD,put,0.04209354086155437,0.40288431012148684,-0.6645843900870859,0.33571934078859966
SPY241002P00570000,2024-10-01 20:14:54+00:00,570.0,2.59,2.59,2.62,1.4799999,133.33331,75601.0,7763,0.15552602294921875,True,REGULAR,USD,put,-0.1914270205194306,0.051387156623616925,-0.7866805596178529,0.20295154560193174
SPY241002P00571000,2024-10-01 20:14:39+00:00,571.0,3.22,3.17,3.22,1.84,133.33333,30045.0,4476,0.14991084472656252,True,REGULAR,USD,put,-0.18630987120367037,0.4961690941055322,-0.7602396534381289,0.39369817184816314
SPY241002P00572000,2024-10-01 20:14:27+00:00,572.0,3.91,3.84,3.9,2.2,128.65497,10502.0,2883,0.14295290649414064,True,REGULAR,USD,put,-0.44166129127901144,0.2637106191626375,-0.5185386514820817,0.7171224466685369
SPY241002P00573000,2024-10-01 20:13:42+00:00,573.0,4.67,4.59,4.67,2.5700002,122.380974,10724.0,3163,0.13575083007812502,True,REGULAR,USD,put,-0.7956642246393621,0.2640895752381486,-0.07502722520904814,0.32680257309563165
SPY241002P00574000,2024-10-01 20:14:35+00:00,574.0,5.5,5.41,5.5,2.96,116.53544,4147.0,1663,0.1235439208984375,True,REGULAR,USD,put,0.8356754456980777,0.024527829208929708,-0.667232437461062,0.2019998399511056
SPY241002P00575000,2024-10-01 20:13:37+00:00,575.0,6.34,6.29,6.4,3.2600002,105.84417,4089.0,844,0.10157148437499999,True,REGULAR,USD,put,-0.3181900463421867,0.3303073206245777,-0.34258031501978237,0.38996766444446074
SPY241002P00576000,2024-10-01 19:59:15+00:00,576.0,7.45,7.19,7.34,4.0599995,119.763985,1183.0,329,1.0000000000000003e-05,True,REGULAR,USD,put,-0.15066490032666957,0.8737010699385944,-0.5766062879349012,0.44762414551300245
SPY241002P00577000,2024-10-01 20:00:54+00:00,577.0,7.97,7.99,8.69,3.8199997,92.04818,638.0,53,0.21826953613281247,True,REGULAR,USD,put,-0.02171700421951761,0.3049178004260067,-0.16176172343596862,0.7028139186582831
SPY241002P00578000,2024-10-01 20:00:01+00:00,578.0,9.2,8.98,9.4,4.16,82.53968,604.0,123,0.14063359375,True,REGULAR,USD,put,-0.9531495611228686,0.4800803418320527,-0.02040868777266125,0.2755954220688398
SPY241002P00579000,2024-10-01 18:30:22+00:00,579.0,8.58,9.98,10.57,3.4499998,67.25146,39.0,24,0.22705851074218747,True,REGULAR,USD,put,-0.08448776727483587,0.20744005488459571,-0.9213762795095864,0.16376511320544174
SPY241002P00580000,2024-10-01 20:00:35+00:00,580.0,10.9,11.02,11.66,4.0399995,58.892117,51.0,449,0.26636475830078127,True,REGULAR,USD,put,-0.29445587989061406,0.614592753748146,-0.21113212722233343,0.38641940113053286
SPY241002P00581000,2024-09-30 18:43:42+00:00,581.0,12.2,11.98,12.57,1.8400002,17.76062,5.0,23,0.2602613037109375,True,REGULAR,USD,put,0.10539210389132059,0.5662525489333403,-0.11182359208322845,0.9541707863330608
SPY241002P00582000,2024-10-01 19:06:58+00:00,582.0,13.0,12.98,13.69,3.1999998,32.653057,13.0,3,0.30811238769531246,True,REGULAR,USD,put,-0.018162056514177793,0.8007592842642293,-0.09779739707404733,0.5071427749578211
SPY241002P00583000,2024-10-01 15:44:38+00:00,583.0,14.3,13.98,14.57,3.6900005,34.77852,4.0,2,0.2924875439453124,True,REGULAR,USD,put,0.2039383488553499,0.8204636138063822,-0.13915146658309252,0.6341070666527538
SPY241002P00584000,2024-09-27 16:01:59+00:00,584.0,11.59,14.98,15.78,0.0,0.0,55.0,0,0.36377589355468753,True,REGULAR,USD,put,-0.7665236241930731,0.5073512703346563,-0.11997185601281679,0.11901836050908965
SPY241002P00585000,2024-10-01 20:00:35+00:00,585.0,15.9,16.02,16.76,2.96,22.874807,4.0,1,0.3764710791015625,True,REGULAR,USD,put,-0.9848712464481462,0.21208576388231504,-0.6894572930649958,0.2639884016033497
SPY241002P00587000,2024-10-01 18:30:13+00:00,587.0,16.33,17.98,18.78,-0.84000015,-4.892255,3.0,1,0.4155331884765625,True,REGULAR,USD,put,0.2447531837216952,0.43217602898853213,-0.7198044940691954,0.8408772123276514
SPY241002P00590000,2024-10-01 16:10:38+00:00,590.0,20.67,21.02,21.76,0.13999939,0.6819259,1.0,0,0.46045461425781253,True,REGULAR,USD,put,-0.3186491992058429,0.5537121239389422,-0.7692345598196976,0.9655085179693336
SPY241002P00595000,2024-09-23 16:01:47+00:00,595.0,28.85,26.01,26.85,3.380001,13.270519,2.0,0,0.5659223095703125,True,REGULAR,USD,put,0.38264755208671186,0.10689736737031807,-0.09651774749105213,0.7342339914036697
SPY241002P00600000,2024-10-01 14:41:03+00:00,600.0,31.86,30.64,31.85,3.4099998,11.98594,1.0,1,0.6455113574218749,True,REGULAR,USD,put,-0.6887648253476015,0.8447429097896969,-0.14119192187091667,0.006789188264058832
SPY241002P00605000,2024-10-01 13:50:49+00:00,605.0,36.0,35.64,36.85,3.290001,10.058089,2.0,1,0.7226590234375,True,REGULAR,USD,put,-0.9186591532484087,0.8296157884741598,-0.9422950945003167,0.6769120341654222
SPY241002P00620000,2024-09-19 14:38:55+00:00,620.0,50.3,50.64,51.85,0.0,0.0,,0,0.9423833886718749,True,REGULAR,USD,put,0.9252070192742405,0.2901074027203653,-0.3767194059658311,0.7332127392012512
SPY241002P00655000,2024-09-25 14:06:00+00:00,655.0,83.36,85.64,86.85,0.0,0.0,,0,1.40625296875,True,REGULAR,USD,put,-0.34074882013777796,0.9660843261820926,-0.38397017059782834,0.24716657718826562
